Timestamp,Temperature,Humidity,Wind Speed,general diffuse flows,diffuse flows,Target,Zone 2  Power Consumption,Zone 3  Power Consumption
6/29/2017 21:40,24.72,65.14,4.919,0.113,0.107,43486.09272,27531.39293,32250.09231
6/29/2017 21:50,24.65,67.17,4.925,0.088,0.063,43295.36424,27557.58836,32309.16923
6/29/2017 22:00,24.5,68.7,4.918,0.08,0.104,42964.76821,27583.78378,32061.04615
6/29/2017 22:10,24.36,70.3,4.923,0.11,0.1,42952.05298,27389.18919,31866.09231
6/29/2017 22:20,24.18,71.4,4.924,0.113,0.078,42761.3245,27018.71102,31948.8
6/29/2017 22:30,24.07,72.5,4.923,0.091,0.093,42437.08609,27082.32848,31807.01538
6/29/2017 22:40,24.02,73.1,4.921,0.084,0.133,41883.97351,26775.46778,31541.16923
6/29/2017 22:50,23.88,74.2,4.926,0.069,0.13,41400.7947,26543.45114,31287.13846
6/29/2017 23:00,23.74,75.2,4.916,0.084,0.111,40943.04636,26225.36383,30637.29231
6/29/2017 23:10,23.61,75.4,4.92,0.102,0.067,40116.55629,25959.66736,30294.64615
6/29/2017 23:20,23.42,75.7,4.924,0.088,0.096,39283.70861,25375.88358,29975.63077
6/29/2017 23:30,23.04,76.2,4.924,0.084,0.148,38717.88079,25050.31185,29709.78462
6/29/2017 23:40,23.0,76.3,4.924,0.088,0.119,37776.95364,24283.16008,28788.18462
6/29/2017 23:50,23.1,76.3,4.928,0.069,0.093,37115.76159,23748.02495,28209.23077
6/30/2017 00:00,22.79,76.0,4.917,0.073,0.111,35876.02649,23422.45322,27642.09231
6/30/2017 00:10,22.65,76.4,4.924,0.088,0.111,35278.4106,23037.00624,27039.50769
6/30/2017 00:20,22.61,76.5,4.921,0.08,0.089,34534.56954,22715.17672,26625.96923
6/30/2017 00:30,22.39,76.9,4.919,0.084,0.107,33657.21854,22438.25364,26247.87692
6/30/2017 00:40,22.39,77.3,4.924,0.091,0.085,32989.66887,21996.6736,25798.89231
6/30/2017 00:50,22.5,77.4,4.924,0.084,0.089,32576.42384,21566.32017,25403.07692
6/30/2017 01:00,22.49,77.3,4.919,0.062,0.126,32175.89404,21199.5842,24930.46154
6/30/2017 01:10,22.12,77.5,4.923,0.084,0.1,31559.2053,20694.38669,24505.10769
6/30/2017 01:20,22.21,78.1,4.916,0.069,0.085,31076.02649,20525.98753,23991.13846
6/30/2017 01:30,22.4,77.9,4.923,0.088,0.126,30433.90728,20301.4553,23341.29231
6/30/2017 01:40,22.53,76.6,4.923,0.091,0.104,29988.87417,19792.51559,22998.64615
6/30/2017 01:50,22.53,74.9,4.921,0.069,0.152,29696.42384,19575.46778,22756.43077
6/30/2017 02:00,22.41,74.2,4.922,0.088,0.137,29454.83444,19567.98337,22526.03077
6/30/2017 02:10,22.34,74.6,4.916,0.066,0.141,29314.96689,19216.21622,22112.49231
6/30/2017 02:20,22.35,74.5,4.92,0.08,0.115,28939.86755,18954.26195,21864.36923
6/30/2017 02:30,22.36,74.5,4.918,0.069,0.1,28602.91391,18770.89397,21498.09231
6/30/2017 02:40,22.35,74.3,4.916,0.055,0.152,28246.88742,18299.3763,21220.43077
6/30/2017 02:50,22.19,75.0,4.916,0.059,0.159,27954.43709,18232.01663,21001.84615
6/30/2017 03:00,21.97,75.9,4.917,0.08,0.093,27770.06623,18037.42204,21013.66154
6/30/2017 03:10,21.74,76.9,4.915,0.059,0.122,28183.31126,17906.44491,21055.01538
6/30/2017 03:20,21.55,77.8,4.913,0.033,0.096,28087.94702,17872.76507,20747.81538
6/30/2017 03:30,21.42,78.3,4.916,0.066,0.126,27407.68212,17678.17048,20357.90769
6/30/2017 03:40,21.3,78.9,4.918,0.048,0.163,26752.84768,17434.92723,20222.03077
6/30/2017 03:50,21.14,79.7,4.919,0.077,0.141,26740.13245,17146.77755,20168.86154
6/30/2017 04:00,20.99,80.3,4.915,0.066,0.111,26428.60927,16970.89397,19554.46154
6/30/2017 04:10,20.9,80.9,4.919,0.091,0.107,26295.09934,16944.69854,18969.6
6/30/2017 04:20,20.82,81.3,4.916,0.062,0.122,26187.01987,16862.37006,18810.09231
6/30/2017 04:30,20.75,81.6,4.916,0.044,0.122,25373.24503,16289.81289,18626.95385
6/30/2017 04:40,20.69,81.9,4.918,0.069,0.115,24095.36424,15470.27027,18095.26154
6/30/2017 04:50,20.62,82.1,4.918,0.066,0.13,23103.57616,14811.64241,16943.26154
6/30/2017 05:00,20.53,82.5,4.916,0.069,0.085,21978.27815,14156.75676,15005.53846
6/30/2017 05:10,20.49,82.8,4.913,0.059,0.119,21431.52318,13509.35551,14408.86154
6/30/2017 05:20,20.56,82.8,4.914,0.069,0.104,21196.29139,13438.25364,13829.90769
6/30/2017 05:30,20.58,82.7,4.91,0.066,0.141,21253.50993,13284.82328,13688.12308
6/30/2017 05:40,20.47,82.8,4.91,0.113,0.17,21030.99338,13019.12682,13599.50769
6/30/2017 05:50,20.33,83.1,4.911,0.64,0.552,20916.55629,13135.13514,13581.78462
6/30/2017 06:00,20.2,83.5,4.915,2.073,1.719,20789.40397,13228.69023,13528.61538
6/30/2017 06:10,20.1,83.7,4.913,5.478,4.543,20795.76159,13483.16008,13534.52308
6/30/2017 06:20,20.02,84.0,4.913,13.01,10.92,20814.83444,13629.10603,13629.04615
6/30/2017 06:30,20.05,84.3,4.911,24.62,20.2,21018.27815,14093.13929,13617.23077
6/30/2017 06:40,20.14,84.5,4.913,40.02,32.95,21476.02649,14044.49064,13611.32308
6/30/2017 06:50,20.18,84.5,4.914,59.13,49.46,21812.98013,14310.18711,13664.49231
6/30/2017 07:00,20.14,84.5,4.916,75.8,67.54,22353.37748,14501.0395,14101.66154
6/30/2017 07:10,20.04,84.5,4.913,104.1,88.6,22594.96689,14736.79834,14397.04615
6/30/2017 07:20,20.07,84.7,4.913,131.1,112.3,22855.62914,15148.44075,14580.18462
6/30/2017 07:30,20.23,84.5,4.913,160.7,138.6,23027.28477,15414.13721,14846.03077
6/30/2017 07:40,20.37,84.3,4.914,189.2,163.7,23307.01987,15567.56757,15188.67692
6/30/2017 07:50,20.53,84.0,4.915,220.3,191.5,23675.76159,15881.91268,15407.26154
6/30/2017 08:00,20.74,83.5,4.913,248.8,216.8,24330.59603,16405.82121,15578.58462
6/30/2017 08:10,20.95,82.9,4.913,279.6,244.5,25163.44371,16679.00208,16021.66154
6/30/2017 08:20,21.05,82.0,4.913,308.1,269.4,25595.76159,17135.55094,16139.81538
6/30/2017 08:30,21.27,81.7,4.912,339.7,297.5,25970.86093,17494.80249,16293.41538
6/30/2017 08:40,21.6,80.8,4.911,372.2,326.5,26314.17219,17539.70894,16665.6
6/30/2017 08:50,22.04,79.0,4.913,403.7,354.2,26606.62252,17794.17879,17144.12308
6/30/2017 09:00,22.4,77.0,4.913,436.2,383.0,26969.00662,18093.55509,17404.06154
6/30/2017 09:10,22.77,74.8,4.916,466.0,396.6,27566.62252,18508.93971,17705.35385
6/30/2017 09:20,23.13,73.3,4.915,493.3,330.5,28100.66225,19085.23909,18012.55385
6/30/2017 09:30,23.48,72.2,4.916,520.0,214.2,28552.05298,19373.38877,18254.76923
6/30/2017 09:40,23.91,70.8,4.919,548.1,174.9,29041.5894,19474.42827,18550.15385
6/30/2017 09:50,24.34,68.95,4.919,573.7,168.5,29467.54967,20009.56341,19152.73846
6/30/2017 10:00,24.77,67.21,4.918,600.8,167.2,29995.23179,20275.25988,19264.98462
6/30/2017 10:10,24.97,66.41,4.916,624.0,168.1,30573.77483,20810.39501,19607.63077
6/30/2017 10:20,25.37,65.21,4.922,646.6,171.2,31031.52318,20978.79418,20357.90769
6/30/2017 10:30,25.51,64.21,4.92,668.0,174.8,31330.33113,21427.85863,20481.96923
6/30/2017 10:40,25.45,63.84,4.917,689.9,176.3,31641.8543,21498.9605,20476.06154
6/30/2017 10:50,25.54,63.51,4.917,711.0,176.1,32131.39073,21622.45322,20854.15385
6/30/2017 11:00,25.74,62.94,4.921,732.0,176.8,32493.77483,22045.32225,21114.09231
6/30/2017 11:10,25.71,62.74,4.924,748.0,177.6,32887.94702,22127.65073,21303.13846
6/30/2017 11:20,25.85,62.01,4.924,763.0,176.7,33402.91391,22393.34719,21421.29231
6/30/2017 11:30,26.11,61.41,4.918,779.0,174.2,33224.90066,22520.58212,21622.15385
6/30/2017 11:40,26.25,60.17,4.921,793.0,173.4,33847.94702,22670.27027,22000.24615
6/30/2017 11:50,26.36,60.24,4.921,806.0,173.0,33708.07947,22790.02079,22094.76923
6/30/2017 12:00,26.5,58.47,4.921,814.0,172.1,33650.86093,22651.55925,22218.83077
6/30/2017 12:10,26.83,57.61,4.921,821.0,172.3,33542.78146,22516.83992,22313.35385
6/30/2017 12:20,26.93,56.37,4.924,831.0,172.1,33625.43046,22445.73805,22407.87692
6/30/2017 12:30,27.27,55.0,4.927,836.0,170.9,33708.07947,22524.32432,22230.64615
6/30/2017 12:40,27.47,55.0,4.923,841.0,171.8,33778.01325,22243.65904,22313.35385
6/30/2017 12:50,27.16,54.24,4.924,842.0,172.4,33733.50993,22337.21414,22384.24615
6/30/2017 13:00,27.16,53.84,4.921,843.0,171.4,33409.27152,22370.89397,22449.23077
6/30/2017 13:10,26.94,54.34,4.919,846.0,169.0,33968.74172,22640.33264,22561.47692
6/30/2017 13:20,27.32,53.74,4.922,849.0,163.6,34674.43709,22962.16216,22697.35385
6/30/2017 13:30,27.45,52.47,4.921,845.0,162.0,34712.58278,22887.31809,22921.84615
6/30/2017 13:40,27.48,52.1,4.923,844.0,159.1,34814.30464,22849.89605,22827.32308
6/30/2017 13:50,27.85,51.23,4.925,843.0,155.4,34725.29801,22902.2869,22461.04615
6/30/2017 14:00,27.9,50.1,4.922,835.0,157.2,34712.58278,22752.59875,22413.78462
6/30/2017 14:10,28.12,49.1,4.924,832.0,154.3,34738.01325,22898.5447,22401.96923
6/30/2017 14:20,28.35,48.77,4.919,819.0,152.6,34515.49669,22898.5447,22390.15385
6/30/2017 14:30,28.76,47.46,4.918,810.0,149.3,34229.40397,22973.38877,22266.09231
6/30/2017 14:40,28.58,46.7,4.919,801.0,145.3,34273.90728,23014.55301,22254.27692
6/30/2017 14:50,28.73,47.0,4.921,787.0,142.1,34490.06623,22883.57588,22289.72308
6/30/2017 15:00,28.96,45.2,4.918,774.0,138.8,34172.18543,22962.16216,22313.35385
6/30/2017 15:10,28.95,45.2,4.913,758.0,137.6,34013.24503,22614.13721,22201.10769
6/30/2017 15:20,29.12,44.36,4.92,748.0,133.7,34076.82119,22707.69231,21905.72308
6/30/2017 15:30,29.35,43.0,4.918,729.0,131.3,33828.87417,22441.99584,22035.69231
6/30/2017 15:40,29.43,42.33,4.919,713.0,126.7,33873.37748,22374.63617,22124.30769
6/30/2017 15:50,29.74,41.26,4.92,685.3,124.2,33778.01325,22303.5343,22071.13846
6/30/2017 16:00,30.21,40.79,4.927,667.1,122.8,33739.86755,22273.59667,22218.83077
6/30/2017 16:10,30.08,40.19,4.921,653.0,119.7,33752.58278,22079.00208,22307.44615
6/30/2017 16:20,30.05,39.53,4.922,630.3,117.0,33504.63576,22168.81497,22153.84615
6/30/2017 16:30,30.31,38.49,4.922,610.9,115.3,33294.83444,22004.158,22230.64615
6/30/2017 16:40,30.52,37.02,4.92,585.6,115.1,33383.84106,21955.50936,22272.0
6/30/2017 16:50,30.47,37.12,4.923,568.2,114.7,33415.62914,21611.22661,22295.63077
6/30/2017 17:00,30.15,37.19,4.919,545.7,113.5,33396.55629,21502.7027,22378.33846
6/30/2017 17:10,30.0,37.49,4.92,516.5,112.9,32970.59603,21633.67983,22348.8
6/30/2017 17:20,30.06,37.52,4.919,490.9,114.4,32818.01325,21296.8815,22189.29231
6/30/2017 17:30,29.95,37.32,4.922,460.4,130.5,32996.02649,21098.5447,22277.90769
6/30/2017 17:40,29.87,37.69,4.918,432.7,215.1,33040.5298,20956.34096,22656.0
6/30/2017 17:50,29.71,37.49,4.92,408.1,337.7,32805.29801,21128.48233,22449.23077
6/30/2017 18:00,29.62,38.13,4.92,382.5,359.9,32722.64901,21169.64657,22549.66154
6/30/2017 18:10,29.45,38.99,4.922,350.7,337.7,32773.50993,21023.70062,22862.76923
6/30/2017 18:20,29.09,39.79,4.924,313.5,303.4,32773.50993,20967.56757,23122.70769
6/30/2017 18:30,28.84,41.06,4.919,278.6,271.3,33034.17219,21195.842,23353.10769
6/30/2017 18:40,28.43,42.29,4.917,245.6,240.3,33129.53642,21386.69439,23701.66154
6/30/2017 18:50,28.11,43.43,4.919,214.6,209.8,33034.17219,21431.60083,24073.84615
6/30/2017 19:00,27.73,44.7,4.918,187.2,183.0,33421.98675,21802.079,24369.23077
6/30/2017 19:10,27.37,45.93,4.923,159.6,155.5,33987.81457,21865.69647,25308.55385
6/30/2017 19:20,27.11,46.86,4.923,135.8,132.0,35138.54305,22217.46362,26620.06154
6/30/2017 19:30,26.85,47.6,4.924,103.2,98.4,36549.93377,23560.91476,29059.93846
6/30/2017 19:40,26.55,48.6,4.924,69.09,63.21,39054.83444,25368.39917,31293.04615
6/30/2017 19:50,26.25,49.87,4.924,58.15,54.46,41667.81457,26883.99168,32923.56923
6/30/2017 20:00,25.79,51.53,4.919,44.83,41.86,42640.5298,27572.55717,33396.18462
6/30/2017 20:10,25.5,53.0,4.921,31.35,28.46,43517.88079,27733.47193,33555.69231
6/30/2017 20:20,25.16,53.8,4.92,17.14,14.51,43918.4106,28107.69231,33597.04615
6/30/2017 20:30,24.95,54.77,4.917,6.216,5.343,43772.18543,27950.51975,33543.87692
6/30/2017 20:40,24.71,55.47,4.92,2.121,1.782,44236.29139,27662.37006,33159.87692
6/30/2017 20:50,24.45,56.9,4.92,0.647,0.634,44395.23179,27718.50312,33088.98462
6/30/2017 21:00,24.21,57.44,4.918,0.124,0.152,44198.1457,27778.37838,33148.06154
6/30/2017 21:10,24.03,58.04,4.921,0.084,0.126,44045.56291,27654.88565,33077.16923
6/30/2017 21:20,23.88,58.87,4.92,0.099,0.1,43918.4106,27707.27651,32805.41538
6/30/2017 21:30,23.53,59.81,4.918,0.077,0.133,43861.19205,27449.06445,32799.50769
6/30/2017 21:40,23.24,60.74,4.92,0.11,0.093,43842.11921,27497.7131,32628.18462
6/30/2017 21:50,23.03,61.84,4.924,0.088,0.096,43829.40397,27392.93139,32521.84615
6/30/2017 22:00,22.78,62.74,4.919,0.084,0.107,43009.27152,27089.81289,32238.27692
6/30/2017 22:10,22.72,63.08,4.92,0.106,0.063,43002.91391,26928.89813,32374.15385
6/30/2017 22:20,22.46,65.24,4.924,0.084,0.074,42843.97351,26779.20998,32267.81538
6/30/2017 22:30,22.26,65.34,4.922,0.08,0.133,42265.43046,26618.29522,31972.43077
6/30/2017 22:40,22.25,65.64,4.926,0.062,0.107,41890.33113,26558.41996,31316.67692
6/30/2017 22:50,22.05,67.34,4.925,0.069,0.111,41362.64901,26071.93347,31062.64615
6/30/2017 23:00,21.73,69.45,4.915,0.066,0.13,40854.03974,25832.43243,30607.75385
6/30/2017 23:10,21.42,71.0,4.915,0.051,0.137,40205.56291,25342.20374,30206.03077
6/30/2017 23:20,21.32,70.9,4.917,0.051,0.133,39423.57616,25091.47609,29792.49231
6/30/2017 23:30,21.3,70.3,4.918,0.051,0.141,38883.17881,24747.19335,29443.93846
6/30/2017 23:40,21.3,70.2,4.92,0.088,0.115,38107.54967,24399.1684,29018.58462
6/30/2017 23:50,21.16,70.7,4.921,0.069,0.137,37312.84768,24024.94802,28569.6
7/1/2017 00:00,21.1,70.6,4.915,0.066,0.107,36384.31894,23791.13924,28468.61925
7/1/2017 00:10,21.12,70.3,4.914,0.069,0.13,35689.03654,23555.6962,28034.81172
7/1/2017 00:20,21.03,70.5,4.918,0.091,0.096,34751.36213,23016.4557,27372.05021
7/1/2017 00:30,21.06,70.2,4.919,0.069,0.107,33954.01993,22644.3038,26775.56485
7/1/2017 00:40,21.09,70.8,4.918,0.059,0.115,33411.82724,22226.58228,26191.12971
7/1/2017 00:50,20.87,71.8,4.919,0.066,0.104,32997.2093,21869.62025,25130.7113
7/1/2017 01:00,20.79,72.0,4.914,0.059,0.133,32078.6711,21132.91139,24510.12552
7/1/2017 01:10,20.82,72.0,4.921,0.073,0.115,31517.34219,20901.26582,24082.3431
7/1/2017 01:20,20.84,72.3,4.919,0.062,0.148,31153.75415,20536.70886,23769.03766
7/1/2017 01:30,20.76,72.6,4.916,0.055,0.104,30299.00332,20301.26582,23299.0795
7/1/2017 01:40,20.77,72.5,4.92,0.066,0.107,29814.21927,20035.44304,23100.25105
7/1/2017 01:50,20.8,72.2,4.918,0.062,0.119,29590.96346,19860.75949,22672.46862
7/1/2017 02:00,20.93,71.9,4.917,0.088,0.126,29482.52492,19469.62025,22262.76151
7/1/2017 02:10,21.06,69.75,4.918,0.073,0.107,29335.81395,19264.55696,22039.83264
7/1/2017 02:20,20.95,70.2,4.917,0.069,0.122,29252.89037,19237.97468,21666.27615
7/1/2017 02:30,20.87,70.9,4.917,0.066,0.167,28997.74086,19131.64557,21636.15063
7/1/2017 02:40,20.93,70.9,4.917,0.077,0.141,28538.47176,18911.39241,21358.99582
7/1/2017 02:50,20.9,71.0,4.915,0.059,0.141,28487.44186,18637.97468,21268.61925
7/1/2017 03:00,20.82,71.5,4.917,0.059,0.137,28104.71761,18482.27848,21280.66946
7/1/2017 03:10,20.7,72.5,4.917,0.029,0.141,28347.10963,18615.18987,21220.41841
7/1/2017 03:20,20.74,72.5,4.916,0.051,0.163,28283.32226,18467.08861,20858.91213
7/1/2017 03:30,20.7,72.8,4.918,0.055,0.159,27696.47841,18140.50633,20461.25523
7/1/2017 03:40,20.74,72.6,4.918,0.059,0.122,27415.81395,17927.8481,20491.38075
7/1/2017 03:50,20.76,72.2,4.919,0.084,0.1,26943.78738,17365.82278,20129.87448
7/1/2017 04:00,20.62,72.2,4.916,0.077,0.107,26624.8505,17430.37975,19762.3431
7/1/2017 04:10,20.57,72.8,4.918,0.059,0.119,26682.25914,17213.92405,19503.2636
7/1/2017 04:20,20.61,72.7,4.916,0.044,0.133,25789.23588,17081.01266,19105.60669
7/1/2017 04:30,20.67,72.3,4.917,0.062,0.159,25119.46844,16177.21519,18683.84937
7/1/2017 04:40,20.62,71.8,4.916,0.069,0.107,24079.73422,15269.62025,18057.23849
7/1/2017 04:50,20.58,72.0,4.919,0.073,0.141,22893.28904,14756.96203,17141.42259
7/1/2017 05:00,20.37,72.1,4.918,0.069,0.126,22300.06645,14100.0,15460.41841
7/1/2017 05:10,20.19,72.2,4.915,0.04,0.107,21866.31229,13363.29114,14520.50209
7/1/2017 05:20,20.1,72.4,4.914,0.051,0.141,20960.53156,13177.21519,14062.59414
7/1/2017 05:30,19.92,73.8,4.914,0.051,0.167,20794.68439,13025.31646,13893.89121
7/1/2017 05:40,20.09,74.1,4.913,0.113,0.156,20501.26246,12941.77215,13616.7364
7/1/2017 05:50,19.92,73.6,4.914,0.435,0.411,20469.36877,12850.63291,13562.51046
7/1/2017 06:00,19.8,74.2,4.92,1.525,1.275,20469.36877,13143.03797,13610.7113
7/1/2017 06:10,19.74,75.4,4.916,3.31,2.761,20303.52159,13439.24051,13658.91213
7/1/2017 06:20,19.66,75.7,4.915,6.853,5.725,20392.82392,13401.26582,13875.8159
7/1/2017 06:30,19.58,75.9,4.915,15.81,12.92,20609.701,13469.62025,13966.19247
7/1/2017 06:40,19.46,76.2,4.917,31.84,26.65,20903.12292,13492.40506,13972.21757
7/1/2017 06:50,19.53,76.3,4.914,50.13,42.44,21528.2392,13837.97468,14201.17155
7/1/2017 07:00,19.79,75.9,4.917,86.7,75.4,21585.64784,13997.46835,14508.45188
7/1/2017 07:10,20.1,74.9,4.919,115.8,101.4,21649.43522,14191.13924,14550.62762
7/1/2017 07:20,20.4,73.5,4.915,145.5,128.4,21828.03987,14521.51899,14737.40586
7/1/2017 07:30,20.76,72.2,4.914,176.1,156.4,21885.4485,14711.39241,15068.78661
7/1/2017 07:40,20.99,71.1,4.916,209.2,186.8,21917.34219,14912.65823,15568.87029
7/1/2017 07:50,21.22,70.1,4.916,240.6,215.8,22765.71429,15110.12658,15840.0
7/1/2017 08:00,21.54,69.51,4.916,272.1,244.8,23607.70764,15356.96203,16285.85774
7/1/2017 08:10,22.03,67.78,4.918,304.5,274.6,23869.23588,15831.64557,16785.94142
7/1/2017 08:20,22.48,65.48,4.917,336.5,304.1,24226.44518,16135.44304,17472.80335
7/1/2017 08:30,22.62,63.98,4.917,370.4,335.4,24704.8505,16841.77215,17870.46025
7/1/2017 08:40,22.78,63.84,4.92,403.4,365.7,25093.95349,17377.21519,18099.41423
7/1/2017 08:50,22.9,63.34,4.918,436.8,396.1,25374.61794,17616.4557,18394.64435
7/1/2017 09:00,23.07,62.61,4.916,468.0,423.9,26203.85382,17996.20253,18689.87448
7/1/2017 09:10,23.37,61.07,4.917,498.5,434.0,26746.04651,18558.22785,19033.30544
7/1/2017 09:20,23.75,59.87,4.92,527.3,339.0,27218.07309,18763.29114,19286.35983
7/1/2017 09:30,24.17,57.67,4.92,553.0,188.4,27498.73754,18930.37975,19563.51464
7/1/2017 09:40,24.52,56.4,4.919,578.9,141.6,27798.53821,19294.93671,19828.61925
7/1/2017 09:50,24.97,55.47,4.923,605.4,130.6,28819.13621,19492.40506,20425.1046
7/1/2017 10:00,25.43,54.0,4.917,630.4,129.2,29769.56811,19815.18987,20587.78243
7/1/2017 10:10,25.85,51.2,4.92,655.0,129.1,30330.89701,20327.8481,20961.33891
7/1/2017 10:20,26.18,50.0,4.924,678.4,128.7,30656.21262,20662.02532,21527.69874
7/1/2017 10:30,26.53,50.07,4.922,699.7,129.3,31325.98007,21113.92405,21654.22594
7/1/2017 10:40,26.75,50.47,4.922,721.0,129.8,31778.87043,21444.3038,21979.58159
7/1/2017 10:50,26.96,49.87,4.923,738.0,130.0,31708.70432,21478.48101,22154.30962
7/1/2017 11:00,27.32,49.23,4.919,757.0,130.1,32250.89701,21516.4557,22437.48954
7/1/2017 11:10,27.64,47.43,4.921,775.0,128.7,32569.83389,21645.56962,22551.96653
7/1/2017 11:20,27.96,46.8,4.926,791.0,127.6,32895.1495,21816.4557,23015.89958
7/1/2017 11:30,28.31,44.73,4.924,806.0,126.3,32927.04319,22086.07595,22991.79916
7/1/2017 11:40,28.56,42.43,4.922,821.0,123.8,33233.22259,22089.87342,23395.48117
7/1/2017 11:50,28.91,41.73,4.926,831.0,122.5,33603.18937,22484.81013,23720.83682
7/1/2017 12:00,29.58,39.59,4.922,840.0,121.1,33737.14286,22518.98734,24070.29289
7/1/2017 12:10,29.38,38.13,4.92,849.0,120.3,33635.08306,22572.1519,24263.09623
7/1/2017 12:20,29.52,37.99,4.921,858.0,119.4,34107.10963,22750.63291,24275.14644
7/1/2017 12:30,30.0,36.36,4.919,866.0,118.8,34521.72757,22929.11392,24323.34728
7/1/2017 12:40,30.08,34.76,4.92,868.0,118.5,34789.63455,22811.39241,24534.22594
7/1/2017 12:50,30.19,35.69,4.92,870.0,116.8,35019.2691,23175.94937,24696.90377
7/1/2017 13:00,30.36,34.72,4.917,875.0,113.6,35032.02658,23517.72152,24901.75732
7/1/2017 13:10,30.53,32.92,4.917,874.0,112.2,34961.86047,23567.08861,24847.53138
7/1/2017 13:20,30.67,35.39,4.924,872.0,110.8,35191.49502,23643.03797,24907.78243
7/1/2017 13:30,30.61,35.56,4.922,869.0,108.3,35325.4485,23498.73418,25064.43515
7/1/2017 13:40,31.03,34.46,4.924,868.0,106.2,35331.82724,23418.98734,25299.41423
7/1/2017 13:50,30.96,33.66,4.919,863.0,104.9,35242.52492,23532.91139,25196.98745
7/1/2017 14:00,31.05,33.59,4.919,856.0,103.8,35306.31229,23608.86076,25323.51464
7/1/2017 14:10,31.4,31.95,4.922,849.0,101.6,35210.63123,23384.81013,25293.38912
7/1/2017 14:20,31.26,32.45,4.92,842.0,99.4,34910.83056,23259.49367,25329.53975
7/1/2017 14:30,31.56,31.85,4.92,833.0,97.8,34840.66445,23103.79747,25094.56067
7/1/2017 14:40,31.66,32.19,4.927,822.0,97.1,34847.04319,23027.8481,25251.21339
7/1/2017 14:50,31.71,40.66,4.926,805.0,97.4,34713.0897,22963.29114,25444.01674
7/1/2017 15:00,30.84,42.76,4.922,789.0,96.3,34451.56146,23115.18987,26022.42678
7/1/2017 15:10,30.52,43.93,4.922,772.0,93.8,34375.01661,22811.39241,25492.21757
7/1/2017 15:20,30.29,44.6,4.917,760.0,90.7,34247.44186,22636.70886,25064.43515
7/1/2017 15:30,30.18,45.13,4.922,742.0,89.5,33813.68771,22572.1519,24853.55649
7/1/2017 15:40,30.29,44.2,4.923,724.0,88.6,33666.97674,22473.41772,24702.92887
7/1/2017 15:50,29.96,44.36,4.923,705.0,87.3,33609.56811,22363.29114,24696.90377
7/1/2017 16:00,30.14,43.8,4.924,685.5,85.7,33271.49502,22127.8481,24799.33054
7/1/2017 16:10,30.14,43.8,4.922,663.9,85.1,32978.07309,21987.34177,24835.48117
7/1/2017 16:20,30.02,43.46,4.922,640.8,84.4,33048.2392,21945.56962,24853.55649
7/1/2017 16:30,30.1,42.93,4.92,616.1,83.6,33131.16279,22196.20253,24606.5272
7/1/2017 16:40,30.01,42.66,4.92,591.7,82.8,33226.84385,22010.12658,24510.12552
7/1/2017 16:50,30.09,42.53,4.922,565.2,82.2,33284.25249,21740.50633,24612.5523
7/1/2017 17:00,29.96,43.1,4.927,537.6,81.6,33341.66113,21729.11392,24492.05021
7/1/2017 17:10,29.73,43.66,4.924,510.7,80.4,32997.2093,21569.62025,24516.15063
7/1/2017 17:20,29.93,42.93,4.918,485.4,80.0,32895.1495,21463.29114,24540.25105
7/1/2017 17:30,29.86,42.73,4.916,456.9,92.8,32920.66445,21565.82278,24666.77824
7/1/2017 17:40,30.0,41.53,4.923,426.3,168.6,33360.79734,21600.0,24877.6569
7/1/2017 17:50,30.01,41.66,4.918,397.3,316.0,33450.09967,21664.55696,25094.56067
7/1/2017 18:00,29.85,42.33,4.918,366.5,356.6,33245.98007,21660.75949,25570.54393
7/1/2017 18:10,29.96,42.46,4.922,335.1,334.5,33233.22259,21740.50633,25660.9205
7/1/2017 18:20,29.92,42.09,4.925,300.3,298.9,33341.66113,21721.51899,25787.4477
7/1/2017 18:30,29.82,42.43,4.927,269.9,268.7,33609.56811,21664.55696,25974.22594
